date_made_public,city,state,type_of_breach,type_of_organization,total_records,information_source,year_of_breach,latitude,longitude,city_n,state_n,cluster
2010-03-08,Chalmette,LA,DISC,MED,0.0,PHIPrivacy.net,2010,29.942704,-89.963402,220,24,32
2010-03-23,Bronx,NY,PORT,MED,625.0,PHIPrivacy.net,2010,40.8501,-73.86624599999999,158,39,36
2010-03-29,Derby,CT,INSD,MED,957.0,PHIPrivacy.net,2010,41.320652,-73.08899699999999,341,7,30
2010-03-30,Lafayette,CO,PHYS,MED,14.0,PHIPrivacy.net,2010,39.993596000000004,-105.089706,686,6,37
2010-04-06,Brentwood,TN,PORT,MED,955.0,PHIPrivacy.net,2010,36.033116,-86.782777,152,51,36
2010-04-08,San Clara,CA,INSD,MED,20.0,PHIPrivacy.net,2011,-0.178063,-78.478775,1202,5,30
2010-04-21,Louisville,KY,STAT,MED,77.0,PHIPrivacy.net,2010,38.254238,-85.759407,765,23,19
2010-04-28,Roseville,MN,PORT,MED,0.0,PHIPrivacy.net,2012,45.006077000000005,-93.156611,1175,29,36
2010-04-30,Bemidji,MN,HACK,MED,349.0,PHIPrivacy.net,2010,47.473611,-94.880278,105,29,37
2010-05-26,Oakland,CA,DISC,MED,1000.0,PHIPrivacy.net,2010,37.804372,-122.270803,985,5,32
2010-06-06,Chino Hills,CA,PHYS,MED,600.0,PHIPrivacy.net,2010,33.975278,-117.723056,246,5,37
2010-06-08,Oceanside,CA,INSD,MED,0.0,PHIPrivacy.net,2010,33.19587,-117.37948300000001,992,5,30
2010-06-18,Clinton,WA,PORT,MED,8000.0,PHIPrivacy.net,2010,47.978428,-122.355696,254,58,36
2010-06-18,Tyler,TX,INSD,MED,0.0,PHIPrivacy.net,2010,32.351259999999996,-95.301062,1401,52,30
2010-06-20,Willard,OH,INSD,MED,0.0,PHIPrivacy.net,2010,41.053111,-82.726291,1508,41,30
2010-06-26,Washington,DC,DISC,GOV,0.0,PHIPrivacy.net,2010,38.895112,-77.036366,1450,10,32
2010-06-28,Manchester,CT,PHYS,BSF,3178.0,PHIPrivacy.net,2010,41.775932,-72.521475,790,7,37
2010-06-28,Orange,CA,PHYS,MED,0.0,PHIPrivacy.net,2010,33.787794,-117.85311200000001,1006,5,37
2010-06-29,Ketchikan,AK,DISC,MED,400.0,PHIPrivacy.net,2010,55.342222,-131.64611100000002,665,0,32
2010-06-30,Bronx,NY,PORT,MED,130495.0,PHIPrivacy.net,2010,40.8501,-73.86624599999999,158,39,36
2010-07-01,New York,NY,PORT,MED,2563.0,PHIPrivacy.net,2010,40.714353,-74.005973,941,39,36
2010-07-02,Nashville,TN,PHYS,NGO,1537.0,PHIPrivacy.net,2010,36.165890000000005,-86.78444300000001,917,51,20
2010-07-06,Gainesville,FL,PHYS,EDU,2047.0,PHIPrivacy.net,2010,29.651634,-82.324826,470,12,37
2010-07-10,Columbus,OH,DISC,MED,200.0,PHIPrivacy.net,2010,39.961176,-82.99879399999999,269,41,32
2010-07-14,Chicago,IL,PHYS,MED,15000.0,PHIPrivacy.net,2010,41.850033,-87.650052,243,18,37
2010-07-14,Pittsburgh,PA,INSD,EDU,8000.0,PHIPrivacy.net,2010,40.440625,-79.995886,1081,45,30
2010-07-14,Albuquerque,NM,PORT,MED,3830.0,PHIPrivacy.net,2010,35.084491,-106.651137,18,37,36
2010-07-14,Blue Island,IL,PORT,MED,2000.0,PHIPrivacy.net,2010,41.657256,-87.680049,131,18,36
2010-07-14,Urbana,IL,PHYS,MED,1300.0,PHIPrivacy.net,2010,40.110588,-88.20727,1411,18,37
2010-07-14,Tomah,WI,INSD,MED,600.0,PHIPrivacy.net,2010,43.978576000000004,-90.504021,1376,59,30
2010-07-14,Berwyn,IL,PHYS,MED,500.0,PHIPrivacy.net,2010,41.850587,-87.793669,111,18,37
2010-07-15,Woodbridge,VA,PORT,GOV,669.0,PHIPrivacy.net,2010,38.658172,-77.249705,1526,56,36
2010-07-16,Minneapolis,MN,DISC,MED,1097.0,PHIPrivacy.net,2010,44.979965,-93.263836,859,29,32
2010-07-20,South Weymouth,MA,PORT,MED,800000.0,PHIPrivacy.net,2010,42.1751,-70.94949,1293,25,36
2010-07-20,Rego Park,NY,PORT,MED,800.0,PHIPrivacy.net,2010,40.725572,-73.862489,1140,39,36
2010-07-27,Camp Hill,PA,PHYS,BSR,0.0,PHIPrivacy.net,2010,40.239812,-76.919974,185,45,37
2010-07-30,Houston,TX,PORT,NGO,694.0,PHIPrivacy.net,2010,29.762884000000003,-95.383062,596,52,20
2010-07-31,Bronx,NY,STAT,MED,39000.0,PHIPrivacy.net,2010,40.8501,-73.86624599999999,158,39,19
2010-07-31,Tucson,AZ,PORT,MED,1101.0,PHIPrivacy.net,2010,32.221743,-110.926479,1391,3,36
2010-08-05,Birmingham,AL,INSD,MED,15.0,PHIPrivacy.net,2010,33.520661,-86.80249,123,1,30
2010-08-07,Fort Worth,TX,STAT,MED,25000.0,PHIPrivacy.net,2010,32.725409,-97.32085,446,52,19
2010-08-10,Louisville,KY,PORT,MED,2089.0,PHIPrivacy.net,2010,38.252767999999996,-85.75844599999999,765,23,36
2010-08-12,Fall River,MA,PORT,MED,11440.0,PHIPrivacy.net,2010,41.701491,-71.155045,414,25,36
2010-08-12,Loma Linda,CA,STAT,EDU,10100.0,PHIPrivacy.net,2010,34.048347,-117.26115300000001,751,5,19
2010-08-13,Georgetown,MA,PHYS,MED,45600.0,PHIPrivacy.net,2010,42.725,-70.991667,480,25,37
2010-08-16,Tacoma,WA,STAT,MED,0.0,PHIPrivacy.net,2010,47.252877000000005,-122.44429099999999,1358,58,19
2010-08-19,New Haven,CT,PORT,MED,1000.0,PHIPrivacy.net,2010,41.308153000000004,-72.928158,933,7,36
2010-08-20,Chicago,IL,PORT,GOV,7000.0,PHIPrivacy.net,2010,41.850033,-87.650052,243,18,36
2010-08-20,Lexington,KY,PORT,EDU,2027.0,PHIPrivacy.net,2010,38.031714,-84.495136,731,23,36
2010-08-24,Portland,OR,STAT,MED,4328.0,PHIPrivacy.net,2010,45.523452,-122.676207,1100,44,19
2010-08-24,Oskaloosa,IA,INSD,MED,0.0,PHIPrivacy.net,2010,41.293889,-92.644444,1026,16,30
2010-09-03,Rochester,NY,PORT,MED,837.0,PHIPrivacy.net,2010,43.16103,-77.610922,1162,39,36
2010-09-04,Essex,MA,PHYS,GOV,0.0,PHIPrivacy.net,2010,42.632039,-70.782826,399,25,37
2010-09-06,Louisville,KY,INSD,MED,4.0,PHIPrivacy.net,2010,38.252665,-85.75845600000001,765,23,30
2010-09-09,Sacramento,CA,DISC,GOV,5000.0,PHIPrivacy.net,2010,38.581571999999994,-121.4944,1181,5,32
2010-09-09,Phoenix,AZ,INSD,MED,1700.0,PHIPrivacy.net,2010,33.448377,-112.074037,1070,3,30
2010-09-09,Palo Alto,CA,STAT,MED,532.0,PHIPrivacy.net,2010,37.441883000000004,-122.14301999999999,1038,5,19
2010-09-18,Pittsburgh,PA,INSD,MED,19.0,PHIPrivacy.net,2010,40.440625,-79.995886,1081,45,30
2010-09-23,Anchorage,AK,PORT,NGO,2000.0,PHIPrivacy.net,2010,61.218056000000004,-149.90027800000001,36,0,20
2010-09-25,Indianapolis,IN,PORT,MED,1200.0,PHIPrivacy.net,2010,39.768377,-86.15804200000001,614,19,36
2010-09-27,New York,NY,DISC,MED,6800.0,PHIPrivacy.net,2010,40.714353,-74.005973,941,39,32
2010-09-27,Bakersfield,CA,HACK,MED,0.0,PHIPrivacy.net,2010,35.373292,-119.01871299999999,70,5,37
2010-10-04,Port St. Joe,FL,PHYS,MED,0.0,PHIPrivacy.net,2010,29.814721999999996,-85.29722199999999,1097,12,37
2010-10-06,Omaha,IL,PHYS,MED,0.0,PHIPrivacy.net,2010,41.254006,-95.999258,1002,18,37
2010-10-11,Oklahoma City,OK,HACK,MED,19264.0,PHIPrivacy.net,2010,35.46756,-97.516428,996,42,37
2010-10-12,Baltimore,MD,PORT,MED,0.0,PHIPrivacy.net,2010,39.290385,-76.612189,73,26,36
2010-10-12,Rockville,MD,PORT,MED,0.0,PHIPrivacy.net,2010,39.083997,-77.15275799999999,1170,26,36
2010-10-13,Patuxent River,MD,INSD,BSF,17.0,PHIPrivacy.net,2010,38.317839,-76.406237,1050,26,30
2010-10-16,West Sacramento,CA,PHYS,MED,900.0,PHIPrivacy.net,2010,38.580461,-121.53023400000001,1478,5,37
2010-10-20,Little Rock,AR,PORT,MED,0.0,PHIPrivacy.net,2010,34.746481,-92.28959499999999,742,2,36
2010-10-21,San Luis Obispo,CA,PHYS,GOV,8.0,PHIPrivacy.net,2010,35.282752,-120.65961599999999,1209,5,37
2010-10-21,Norman,OK,PHYS,MED,0.0,PHIPrivacy.net,2010,35.222567,-97.43947800000001,959,42,37
2010-10-22,Baltimore,MD,DISC,MED,692.0,PHIPrivacy.net,2010,39.290385,-76.612189,73,26,32
2010-10-27,New York,NY,STAT,MED,1500.0,PHIPrivacy.net,2010,40.714353,-74.005973,941,39,19
2010-10-28,Phoenix,AZ,UNKN,MED,128.0,PHIPrivacy.net,2010,33.448377,-112.074037,1070,3,37
2010-11-08,Woodstock,GA,PHYS,MED,0.0,PHIPrivacy.net,2010,34.101487,-84.519375,1533,13,37
2010-11-15,Detroit,MI,PORT,MED,3700.0,PHIPrivacy.net,2010,42.331427000000005,-83.045754,346,28,36
2010-11-16,Bronx,NY,PHYS,GOV,146.0,PHIPrivacy.net,2010,40.8501,-73.86624599999999,158,39,37
2010-11-17,Oklahoma City,OK,PHYS,GOV,1950.0,PHIPrivacy.net,2010,35.46756,-97.516428,996,42,37
2010-11-19,Florissant,MO,PORT,MED,1400.0,PHIPrivacy.net,2010,38.789217,-90.322614,428,30,36
2010-11-21,Macon,GA,INSD,MED,0.0,PHIPrivacy.net,2010,32.840695000000004,-83.632402,779,13,30
2010-11-23,San Juan,PR,HACK,MED,406000.0,PHIPrivacy.net,2010,18.466334,-66.105722,1207,46,37
2010-11-27,Knoxville,TN,PHYS,MED,8000.0,PHIPrivacy.net,2010,35.960638,-83.920739,675,51,37
2010-12-13,Mesa,AZ,PORT,MED,2284.0,PHIPrivacy.net,2010,33.422269,-111.82263999999999,837,3,36
2010-12-15,West Covina,CA,PORT,MED,2550.0,PHIPrivacy.net,2010,34.068621,-117.938953,1467,5,36
2010-12-20,Alpharetta,GA,PORT,MED,11982.0,PHIPrivacy.net,2010,34.075376,-84.29409,25,13,36
2010-12-20,Madison,WI,PORT,MED,3288.0,PHIPrivacy.net,2010,43.073052000000004,-89.40123,781,59,36
2010-12-21,Chicago,IL,DISC,GOV,878.0,PHIPrivacy.net,2010,41.878114000000004,-87.629798,243,18,32
2010-12-21,Dallas,TX,PHYS,GOV,140.0,PHIPrivacy.net,2010,32.802955,-96.76992299999999,313,52,37
2010-12-21,Saint Paul,MN,DISC,MED,58.0,PHIPrivacy.net,2010,44.954167,-93.113889,1187,29,32
2010-12-21,Tampa,FL,PORT,GOV,55.0,PHIPrivacy.net,2010,27.949436,-82.465144,1361,12,36
2010-12-21,Southfield,MI,INSD,MED,0.0,PHIPrivacy.net,2010,42.473369,-83.221873,1296,28,30
2010-12-22,chicago,IL,STAT,MED,556.0,PHIPrivacy.net,2010,41.878114000000004,-87.629798,1547,18,19
2010-12-23,Mankato,MN,PORT,MED,3159.0,PHIPrivacy.net,2010,44.163578,-93.9994,794,29,36
2010-12-27,Toledo,OH,PHYS,MED,1000.0,PHIPrivacy.net,2010,41.663938,-83.555212,1375,41,37
2010-12-28,Wilkes-Barre,PA,DISC,MED,2928.0,PHIPrivacy.net,2010,41.245915000000004,-75.88130799999999,1507,45,32
2010-12-28,Denver,CO,PHYS,MED,0.0,PHIPrivacy.net,2010,39.739154,-104.984703,338,6,37
2011-01-01,San Antonio,TX,INSD,BSR,0.0,PHIPrivacy.net,2011,29.424121999999997,-98.493628,1199,52,30
2011-01-04,Plano,TX,PHYS,BSO,0.0,PHIPrivacy.net,2011,33.019843,-96.698886,1084,52,37
2011-01-06,Harrisburg,PA,DISC,MED,1086.0,PHIPrivacy.net,2011,40.2737,-76.88441800000001,545,45,32
2011-01-06,New York,NY,PORT,BSO,514.0,PHIPrivacy.net,2011,40.714353,-74.005973,941,39,36
2011-01-06,Columbus,OH,INSD,MED,501.0,PHIPrivacy.net,2011,39.961176,-82.99879399999999,269,41,30
2011-01-06,Rockville,MD,PHYS,MED,0.0,PHIPrivacy.net,2011,39.083997,-77.15275799999999,1170,26,37
2011-01-06,Tulsa,OK,DISC,BSO,0.0,PHIPrivacy.net,2011,36.153982,-95.992775,1394,42,32
2011-01-12,Rochester,NH,HACK,MED,231400.0,PHIPrivacy.net,2011,43.304526,-70.975619,1162,35,37
2011-01-12,Richland,WA,HACK,MED,0.0,PHIPrivacy.net,2011,46.285691,-119.284462,1150,58,37
2011-01-12,Tucson,AZ,INSD,MED,0.0,PHIPrivacy.net,2011,32.221743,-110.926479,1391,3,30
2011-01-13,Owensboro,KY,DISC,MED,18871.0,PHIPrivacy.net,2011,37.774215000000005,-87.11333,1029,23,32
2011-01-13,Indianapolis,IN,UNKN,MED,1800.0,PHIPrivacy.net,2011,39.768377,-86.15804200000001,614,19,37
2011-01-14,Harper Woods,MI,DISC,MED,2979.0,PHIPrivacy.net,2011,42.433091999999995,-82.924083,542,28,32
2011-01-14,New York,NY,PORT,MED,699.0,PHIPrivacy.net,2011,40.714353,-74.005973,941,39,36
2011-01-19,Malpitas,CA,PORT,MED,0.0,PHIPrivacy.net,2011,37.428272,-121.906624,786,5,36
2011-01-24,Aberdeen,WA,PORT,MED,12000.0,PHIPrivacy.net,2011,46.975371,-123.815722,1,58,36
2011-01-24,Boston,MA,DISC,EDU,1300.0,PHIPrivacy.net,2011,42.358431,-71.05977299999999,139,25,32
2011-01-24,Columbia,MO,DISC,EDU,750.0,PHIPrivacy.net,2011,38.951705,-92.33407199999999,268,30,32
2011-01-25,Albuquerque,NM,INSD,MED,0.0,PHIPrivacy.net,2011,35.084491,-106.651137,18,37,30
2011-01-26,Philadelphia,PA,INSD,MED,0.0,PHIPrivacy.net,2011,39.952335,-75.16378900000001,1069,45,30
2011-01-26,Raleigh,NC,PORT,GOV,0.0,PHIPrivacy.net,2011,35.772096000000005,-78.638615,1123,33,36
2011-01-28,Iowa City,IA,INSD,MED,13.0,PHIPrivacy.net,2011,41.661128000000005,-91.530168,620,16,30
2011-01-29,White River Junction,VT,DISC,GOV,114.0,PHIPrivacy.net,2011,43.648959999999995,-72.31925799999999,1500,57,32
2011-01-29,Durham,NC,PHYS,MED,55.0,PHIPrivacy.net,2011,35.994033,-78.898619,364,33,37
2011-01-29,Bend,OR,STAT,MED,0.0,PHIPrivacy.net,2011,44.058173,-121.31531000000001,106,44,19
2011-01-29,Azle,TX,PORT,MED,0.0,PHIPrivacy.net,2011,32.895126,-97.545857,67,52,36
2011-02-03,Seattle,WA,PHYS,EDU,17.0,PHIPrivacy.net,2011,47.60621,-122.332071,1244,58,37
2011-02-05,San Francisco,CA,INSD,GOV,2400.0,PHIPrivacy.net,2011,37.77493,-122.419416,1205,5,30
2011-02-12,New York,NY,PORT,MED,1700000.0,PHIPrivacy.net,2011,40.714353,-74.005973,941,39,36
2011-02-12,Broken Arrow,OK,STAT,MED,84000.0,PHIPrivacy.net,2011,36.052599,-95.79082,157,42,19
2011-02-15,Dallas,TX,PORT,MED,8241.0,PHIPrivacy.net,2011,32.802955,-96.76992299999999,313,52,36
2011-02-16,Charleston,WV,DISC,MED,3655.0,PHIPrivacy.net,2011,38.34982,-81.632623,228,60,32
2011-02-20,Chicago,IL,INSD,MED,0.0,PHIPrivacy.net,2011,41.878114000000004,-87.629798,243,18,30
2011-02-22,Atlanta,GA,PHYS,MED,2400.0,PHIPrivacy.net,2011,33.748995,-84.387982,59,13,37
2011-02-24,Detroit,MI,PORT,MED,2777.0,PHIPrivacy.net,2011,42.331427000000005,-83.045754,346,28,36
2011-02-24,Olathe,KS,INSD,GOV,0.0,PHIPrivacy.net,2011,38.881396,-94.819129,997,22,30
2011-03-02,Miami,FL,PHYS,MED,113.0,PHIPrivacy.net,2011,27.664827000000002,-81.515754,841,12,37
2011-03-03,San Francisco,CA,PORT,MED,300000.0,PHIPrivacy.net,2011,37.77493,-122.419416,1205,5,36
2011-03-05,Downey,CA,PORT,MED,667.0,PHIPrivacy.net,2011,33.940014,-118.13256899999999,354,5,36
2011-03-09,Woonsocket,RI,INSD,BSR,0.0,PHIPrivacy.net,2011,42.002876,-71.51478399999999,1534,48,30
2011-03-10,Amherst,MA,HACK,EDU,0.0,PHIPrivacy.net,2011,42.380368,-72.523143,32,25,37
2011-03-11,Billings,MT,PORT,MED,37000.0,PHIPrivacy.net,2011,45.783286,-108.50068999999999,119,32,36
2011-03-11,Deerfield,IL,INSD,BSR,0.0,PHIPrivacy.net,2011,42.171137,-87.844512,330,18,30
2011-03-15,Rancho Cordova,CA,PORT,MED,1900000.0,PHIPrivacy.net,2011,38.589071999999994,-121.302728,1124,5,36
2011-03-16,St. Louis,MO,HACK,EDU,12800.0,PHIPrivacy.net,2011,38.646991,-90.224967,1318,30,37
2011-03-16,Spokane,WA,DISC,GOV,3150.0,PHIPrivacy.net,2011,47.65878,-117.426047,1307,58,32
2011-03-21,Portland,OR,PHYS,GOV,50.0,PHIPrivacy.net,2011,45.523452,-122.676207,1100,44,37
2011-03-26,Des Plaines,IL,PORT,GOV,3897.0,PHIPrivacy.net,2011,42.033362,-87.883399,345,18,36
2011-03-30,Rancho Mirage,CA,STAT,MED,514330.0,PHIPrivacy.net,2011,33.739744,-116.41278999999999,1126,5,19
2011-03-30,New York,NY,STAT,MED,670.0,PHIPrivacy.net,2011,40.714353,-74.005973,941,39,19
2011-03-31,Sherman Oaks,CA,UNKN,MED,12000.0,PHIPrivacy.net,2011,34.151117,-118.449248,1263,5,37
2011-04-05,Hartford,CT,PORT,MED,93500.0,PHIPrivacy.net,2011,41.763711,-72.68509300000001,548,7,36
2011-04-11,Longmont,CO,PHYS,MED,0.0,PHIPrivacy.net,2011,40.167207,-105.101928,757,6,37
2011-04-12,Oklahoma City,OK,PORT,GOV,133000.0,PHIPrivacy.net,2011,35.46756,-97.516428,996,42,36
2011-04-14,Minneapolis,MN,PHYS,MED,1200.0,PHIPrivacy.net,2011,44.979965,-93.263836,859,29,37
2011-04-18,Mesa,AZ,INSD,MED,581.0,PHIPrivacy.net,2011,33.422269,-111.82263999999999,837,3,30
2011-04-29,Covington,KY,PORT,MED,8845.0,PHIPrivacy.net,2011,39.083671,-84.508554,300,23,36
2011-05-02,San Francisco,CA,INSD,MED,26.0,PHIPrivacy.net,2011,37.77493,-122.419416,1205,5,30
2011-05-03,Gambrills,MD,PORT,MED,6000.0,PHIPrivacy.net,2011,39.066944,-76.66555600000001,475,26,36
2011-05-03,Atlanta,GA,INSD,MED,0.0,PHIPrivacy.net,2011,33.748995,-84.387982,59,13,30
2011-05-04,Columbus,OH,STAT,MED,20744.0,PHIPrivacy.net,2011,39.961176,-82.99879399999999,269,41,19
2011-05-05,San Rafael,CA,PHYS,BSO,0.0,PHIPrivacy.net,2011,37.973535,-122.53108700000001,1214,5,37
2011-05-06,New Orleans,LA,INSD,MED,0.0,PHIPrivacy.net,2011,29.951065999999997,-90.07153199999999,937,24,30
2011-05-07,Bloomington,IL,PHYS,MED,60.0,PHIPrivacy.net,2011,40.633125,-89.398528,130,18,37
2011-05-07,Hartford,CT,INSD,MED,11.0,PHIPrivacy.net,2011,41.763711,-72.68509300000001,548,7,30
2011-05-09,Milford,CT,STAT,MED,20000.0,PHIPrivacy.net,2011,41.230895000000004,-73.06358399999999,852,7,19
2011-05-13,Westlake Village,CA,DISC,BSF,31125.0,PHIPrivacy.net,2011,34.138456,-118.849985,1486,5,32
2011-05-17,San Antonio,TX,PORT,MED,611.0,PHIPrivacy.net,2011,29.424121999999997,-98.493628,1199,52,36
2011-05-19,Indianapolis,IN,PHYS,MED,0.0,PHIPrivacy.net,2011,39.768377,-86.15804200000001,614,19,37
2011-05-25,Pleasant Grove,AL,UNKN,MED,0.0,PHIPrivacy.net,2011,33.490941,-86.970271,1086,1,37
2011-05-27,Spartanburg,SC,PORT,MED,400000.0,PHIPrivacy.net,2011,34.949567,-81.932048,1304,49,36
2011-05-27,Chicago,IL,PORT,MED,0.0,PHIPrivacy.net,2011,41.878114000000004,-87.629798,243,18,36
2011-05-28,Urbana,IL,INSD,MED,100.0,PHIPrivacy.net,2011,40.110588,-88.20727,1411,18,30
2011-06-02,Winston-Salem,SC,INSD,MED,357.0,PHIPrivacy.net,2011,36.09986,-80.24421600000001,1521,49,30
2011-06-03,Birmingham,AL,PHYS,MED,4500.0,PHIPrivacy.net,2011,33.520661,-86.80249,123,1,37
2011-06-07,Greer,SC,PHYS,MED,0.0,PHIPrivacy.net,2011,34.938728000000005,-82.22705699999999,523,49,37
2011-06-09,Long Beach,CA,STAT,MED,15727.0,PHIPrivacy.net,2011,33.804167,-118.158056,754,5,19
2011-06-09,San Juan,PR,PHYS,MED,1691.0,PHIPrivacy.net,2011,18.466334,-66.105722,1207,46,37
2011-06-15,Mill Valley,CA,STAT,MED,0.0,PHIPrivacy.net,2011,37.906037,-122.544976,853,5,19
2011-06-17,Mansfield,OH,PORT,MED,78000.0,PHIPrivacy.net,2011,40.758390000000006,-82.515447,795,41,36
2011-06-17,Brighton,CO,PHYS,MED,265.0,PHIPrivacy.net,2011,39.985262,-104.820528,154,6,37
2011-06-17,Boulder,CO,INSD,MED,74.0,PHIPrivacy.net,2011,40.014986,-105.270546,141,6,30
2011-06-21,Spartanburg,SC,PORT,MED,1280.0,PHIPrivacy.net,2011,34.949567,-81.932048,1304,49,36
2011-06-24,Salt Lake City,UT,DISC,MED,176300.0,PHIPrivacy.net,2011,40.760779,-111.891047,1196,54,32
2011-06-30,Jacksonville,FL,DISC,MED,3500.0,PHIPrivacy.net,2011,30.332184,-81.655651,631,12,32
2011-07-01,Denver,CO,PORT,GOV,3590.0,PHIPrivacy.net,2011,39.739154,-104.984703,338,6,36
2011-07-01,Concord,NH,INSD,MED,40.0,PHIPrivacy.net,2011,43.208137,-71.537572,270,35,30
2011-07-03,Saint Louis,MT,PORT,MED,0.0,PHIPrivacy.net,2011,38.583368,-90.24154200000001,1186,32,36
2011-07-05,Stockton,CA,PHYS,MED,1200.0,PHIPrivacy.net,2011,37.957702000000005,-121.29078,1335,5,37
2011-07-07,Flint,MI,PORT,MED,1938.0,PHIPrivacy.net,2011,43.012527,-83.68745600000001,425,28,36
2011-07-07,Troy,AL,INSD,MED,880.0,PHIPrivacy.net,2011,31.808768,-85.969951,1388,1,30
2011-07-08,Jeannette,PA,PORT,MED,0.0,PHIPrivacy.net,2011,40.328125,-79.61532,636,45,36
2011-07-12,Colorado Springs,CO,INSD,MED,2500.0,PHIPrivacy.net,2011,38.833882,-104.821363,267,6,30
2011-07-13,San Antonio,TX,INSD,MED,0.0,PHIPrivacy.net,2011,29.424121999999997,-98.493628,1199,52,30
2011-07-13,Deerfield,IL,DISC,BSR,0.0,PHIPrivacy.net,2011,42.171137,-87.844512,330,18,32
2011-07-15,Minneapolis,MN,DISC,BSO,1400.0,PHIPrivacy.net,2011,44.979965,-93.263836,859,29,32
2011-07-15,Baltimore,MD,INSD,MED,0.0,PHIPrivacy.net,2011,39.290385,-76.612189,73,26,30
2011-07-16,Hillandale,GA,UNKN,MED,7500.0,PHIPrivacy.net,2011,33.590666999999996,-84.481595,576,13,37
2011-07-18,Boston,MA,HACK,MED,2012.0,PHIPrivacy.net,2011,42.358431,-71.05977299999999,139,25,37
2011-07-18,Norfolk,IL,PHYS,BSR,0.0,PHIPrivacy.net,2011,42.02964,-97.41686999999999,958,18,37
2011-07-30,Alpharetta,GA,PHYS,MED,0.0,PHIPrivacy.net,2011,34.075376,-84.29409,25,13,37
2011-08-01,Burlingame,CA,INSD,MED,1438.0,PHIPrivacy.net,2011,37.584103000000006,-122.366083,173,5,30
2011-08-02,Pocatello,ID,DISC,MED,0.0,PHIPrivacy.net,2011,42.871303000000005,-112.44553400000001,1092,17,32
2011-08-03,Washington,DC,INSD,GOV,0.0,PHIPrivacy.net,2011,38.895112,-77.036366,1450,10,30
2011-08-05,Boston,MA,PORT,MED,638.0,PHIPrivacy.net,2011,42.358431,-71.05977299999999,139,25,36
2011-08-08,Fayetteville,NC,INSD,GOV,0.0,PHIPrivacy.net,2011,35.052664,-78.878359,420,33,30
2011-08-12,Plymouth,MN,HACK,BSF,25330.0,PHIPrivacy.net,2011,45.010519,-93.45550899999999,1090,29,37
2011-08-13,Wilmington,DE,PORT,MED,474.0,PHIPrivacy.net,2011,39.745833000000005,-75.546667,1513,11,36
2011-08-19,Columbia,MO,PHYS,MED,1288.0,PHIPrivacy.net,2011,38.951705,-92.33407199999999,268,30,37
2011-08-19,New York City,NY,PORT,MED,720.0,PHIPrivacy.net,2011,40.714353,-74.005973,942,39,36
2011-08-22,Flower Mound,TX,PORT,MED,10345.0,PHIPrivacy.net,2011,33.014567,-97.09695500000001,429,52,36
2011-08-23,St. Albans,VT,PHYS,MED,12.0,PHIPrivacy.net,2011,44.809722,-73.087222,1311,57,37
2011-08-23,Livingston,NJ,HACK,BSR,0.0,PHIPrivacy.net,2011,40.785567,-74.329513,745,36,24
2011-08-27,Oshkosh,WI,HACK,MED,3000.0,PHIPrivacy.net,2011,44.024706,-88.542614,1025,59,37
2011-08-27,Lexington,KY,PORT,MED,1900.0,PHIPrivacy.net,2011,38.031714,-84.495136,731,23,36
2011-09-02,Seattle,WA,INSD,MED,60.0,PHIPrivacy.net,2011,47.60621,-122.332071,1244,58,30
2011-09-07,Napa,CA,INSD,MED,5800.0,PHIPrivacy.net,2011,38.304722,-122.29888899999999,911,5,30
2011-09-08,Palo Alto,CA,DISC,MED,20000.0,PHIPrivacy.net,2011,37.441883000000004,-122.14301999999999,1038,5,32
2011-09-09,Indianapolis,IN,PORT,EDU,3192.0,PHIPrivacy.net,2011,39.768377,-86.15804200000001,614,19,36
2011-09-09,Houston,TX,PHYS,MED,0.0,PHIPrivacy.net,2011,29.760193,-95.36939,596,52,37
2011-09-13,Bonney Lake,WA,STAT,MED,2370.0,PHIPrivacy.net,2011,47.177046000000004,-122.18650600000001,135,58,19
2011-09-15,Winter Haven,FL,INSD,MED,83.0,PHIPrivacy.net,2011,28.022244,-81.732857,1522,12,30
2011-09-16,Biloxi,MS,PHYS,GOV,1814.0,PHIPrivacy.net,2011,30.396032,-88.885308,120,31,37
2011-09-16,Cincinnati,OH,PHYS,EDU,0.0,PHIPrivacy.net,2011,39.103118,-84.51201999999999,247,41,37
2011-09-20,Toledo,OH,DISC,MED,14.0,PHIPrivacy.net,2011,41.663938,-83.555212,1375,41,32
2011-09-20,Baltimore,MD,PHYS,MED,0.0,PHIPrivacy.net,2011,39.290385,-76.612189,73,26,37
2011-09-23,Illiana,IL,PHYS,MED,518.0,PHIPrivacy.net,2011,40.196426,-87.531962,608,18,37
2011-09-28,Knoxville,TN,PHYS,MED,750.0,PHIPrivacy.net,2011,35.960638,-83.920739,675,51,37
2011-09-28,Princeton,NJ,INSD,MED,0.0,PHIPrivacy.net,2011,37.09024,-95.712891,1112,36,30
2011-09-30,Orlando,FL,INSD,MED,12000.0,PHIPrivacy.net,2011,28.538335999999997,-81.379237,1016,12,30
2011-09-30,Scranton,PA,PHYS,MED,500.0,PHIPrivacy.net,2011,41.408969,-75.662412,1241,45,37
2011-10-03,Aurora,CO,PHYS,MED,0.0,PHIPrivacy.net,2011,39.729432,-104.83192,62,6,37
2011-10-07,Wilmington,DE,PORT,MED,1600000.0,PHIPrivacy.net,2011,39.745833000000005,-75.546667,1513,11,36
