date_made_public,city,state,type_of_breach,type_of_organization,total_records,information_source,year_of_breach,latitude,longitude,city_n,state_n,cluster
2006-03-03,Princeton,NJ,HACK,BSF,88.0,California Attorney General,2006,40.058324,-74.405661,1112,36,1
2012-01-04,San Francisco,CA,PORT,BSF,0.0,California Attorney General,2012,37.77493,-122.419416,1205,5,38
2012-02-18,San Diego,CA,PORT,BSR,0.0,California Attorney General,2012,32.715329,-117.157255,1203,5,22
2012-02-22,Austin,TX,HACK,BSF,0.0,California Attorney General,2012,30.267153000000004,-97.743061,64,52,38
2012-03-12,San Diego,CA,PORT,MED,14000.0,California Attorney General,2012,32.715329,-117.157255,1203,5,3
2012-03-14,San Diego,CA,DISC,BSF,0.0,California Attorney General,2012,32.715329,-117.157255,1203,5,38
2012-03-19,Oakland,CA,DISC,MED,30000.0,California Attorney General,2012,37.804364,-122.27111399999998,985,5,4
2012-03-19,Dallas,TX,DISC,BSF,0.0,California Attorney General,2012,32.802955,-96.76992299999999,313,52,38
2012-03-23,New York,NY,HACK,BSR,0.0,California Attorney General,2012,40.714353,-74.005973,941,39,24
2012-03-31,Stockton,CA,PHYS,MED,712.0,California Attorney General,2012,37.957702000000005,-121.29078,1335,5,2
2012-03-31,Sacramento,CA,DISC,BSO,0.0,California Attorney General,2012,38.581571999999994,-121.4944,1181,5,7
2012-03-31,San Francisco,CA,UNKN,GOV,0.0,California Attorney General,2012,37.77493,-122.419416,1205,5,35
2012-03-31,New York,NY,UNKN,BSR,0.0,California Attorney General,2012,40.714353,-74.005973,941,39,24
2012-04-03,Bloomington,IL,INSD,BSF,0.0,California Attorney General,2012,40.484203,-88.993687,130,18,8
2012-04-05,San Francisco,CA,INSD,BSF,0.0,California Attorney General,2012,37.77493,-122.419416,1205,5,8
2012-04-09,Chicago,IL,HACK,BSR,1000.0,California Attorney General,2012,41.878114000000004,-87.629798,243,18,24
2012-04-11,Grand Rapids,MI,HACK,BSR,0.0,California Attorney General,2012,42.963359999999994,-85.668086,500,28,24
2012-04-12,Riverside,CA,PORT,MED,0.0,California Attorney General,2012,33.953348999999996,-117.396156,1158,5,38
2012-04-19,Bloomfield,CT,INSD,MED,0.0,California Attorney General,2012,41.844167,-72.741389,129,7,8
2012-04-20,Palm Springs,CA,PORT,NGO,4400.0,California Attorney General,2012,33.830296000000004,-116.54529199999999,1037,5,20
2012-04-20,Princeton,NJ,HACK,BSF,0.0,California Attorney General,2012,40.357298,-74.66722299999999,1112,36,38
2012-04-25,Plano,TX,STAT,BSR,0.0,California Attorney General,2012,33.019843,-96.698886,1084,52,19
2012-04-26,Silver Spring,MD,DISC,BSO,0.0,California Attorney General,2012,38.990666,-77.026088,1269,26,7
2012-05-02,Dover,DE,HACK,BSO,0.0,California Attorney General,2012,39.158167999999996,-75.52436800000001,353,11,7
2012-05-11,Atlanta,GA,DISC,BSF,15399.0,California Attorney General,2012,33.748995,-84.387982,59,13,4
2012-05-11,San Diego,CA,HACK,GOV,0.0,California Attorney General,2012,32.715329,-117.157255,1203,5,35
2012-05-24,Redmond,OR,HACK,BSR,0.0,California Attorney General,2012,44.27262,-121.17392099999999,1135,44,24
2012-05-29,Miami,FL,DISC,BSF,0.0,California Attorney General,2012,25.788969,-80.226439,841,12,38
2012-06-05,Bakersfield,CA,PHYS,GOV,0.0,California Attorney General,2012,35.373292,-119.01871299999999,70,5,35
2012-06-06,Torrance,CA,HACK,BSO,0.0,California Attorney General,2012,33.835848999999996,-118.340629,1381,5,7
2012-06-19,Wadsworth,OH,HACK,BSR,0.0,California Attorney General,2012,41.02561,-81.72985200000001,1434,41,24
2012-06-20,Libertyville,IL,HACK,BSR,0.0,California Attorney General,2012,42.283079,-87.95313,733,18,24
2012-06-29,Ord,IL,HACK,BSR,0.0,California Attorney General,2012,41.6025,-98.93,1013,18,24
2012-06-29,Los Angeles,CA,HACK,EDU,0.0,California Attorney General,2012,34.052234000000006,-118.24368500000001,759,5,38
2012-07-12,Claremont,CA,INSD,EDU,0.0,California Attorney General,2012,34.096676,-117.719779,249,5,8
2012-07-17,Ontario,CA,PORT,MED,3645.0,California Attorney General,2012,34.063344,-117.650888,1005,5,3
2012-07-20,Santa Barbara,CA,HACK,BSR,0.0,California Attorney General,2012,34.420831,-119.69819,1219,5,24
2012-07-26,Chanhassen,MN,PORT,BSR,0.0,California Attorney General,2012,44.861965000000005,-93.53231,225,29,22
2012-07-31,Springfield,MA,HACK,BSF,0.0,California Attorney General,2012,42.101483,-72.589811,1310,25,38
2012-08-07,Centennial,CO,DISC,BSF,2457.0,California Attorney General,2012,39.580745,-104.877173,216,6,38
2012-08-07,Fresno,CA,PHYS,MED,0.0,California Attorney General,2012,36.746842,-119.77258700000002,459,5,38
2012-08-14,San Francisco,CA,PHYS,BSF,0.0,California Attorney General,2012,37.77493,-122.419416,1205,5,38
2012-08-14,San Jose,CA,UNKN,BSR,0.0,California Attorney General,2012,37.339386,-121.89495600000001,1206,5,24
2012-08-17,Riverwoods,IL,UNKN,BSF,0.0,California Attorney General,2012,42.167525,-87.897014,1159,18,38
2012-08-21,Mendota Heights,MN,HACK,BSR,0.0,California Attorney General,2012,44.883577,-93.138275,828,29,24
2012-08-23,Bloomington,IL,INSD,BSF,0.0,California Attorney General,2012,40.484203,-88.993687,130,18,8
2012-08-23,San Francisco,CA,DISC,BSO,0.0,California Attorney General,2012,37.77493,-122.419416,1205,5,7
2012-09-04,Louisville,KY,HACK,BSF,0.0,California Attorney General,2012,38.252665,-85.75845600000001,765,23,38
2012-09-11,Nipomo,CA,HACK,BSR,0.0,California Attorney General,2012,35.042755,-120.475999,955,5,24
2012-09-11,Vallejo,CA,PORT,BSF,0.0,California Attorney General,2012,38.104085999999995,-122.25663700000001,1419,5,38
2012-09-11,San Francisco,CA,PORT,MED,0.0,California Attorney General,2012,37.77493,-122.419416,1205,5,38
2012-09-17,Bakersfield,CA,STAT,MED,0.0,California Attorney General,2012,35.373292,-119.01871299999999,70,5,19
2012-09-20,Austin,TX,HACK,BSF,236.0,California Attorney General,2012,30.267153000000004,-97.743061,64,52,38
2012-10-04,Monterey,CA,PORT,EDU,0.0,California Attorney General,2012,36.600238,-121.894676,872,5,38
2012-10-08,Cherry Hill,NJ,PORT,BSF,260000.0,California Attorney General,2012,39.926813,-75.024631,237,36,3
2012-10-22,Los Angeles,CA,PHYS,MED,18000.0,California Attorney General,2012,34.052234000000006,-118.24368500000001,759,5,2
2012-10-22,Fresno,CA,STAT,MED,0.0,California Attorney General,2012,36.746842,-119.77258700000002,459,5,19
2012-10-24,New York,NY,CARD,BSR,0.0,California Attorney General,2012,40.714353,-74.005973,941,39,24
2012-10-29,Oakland,CA,DISC,MED,0.0,California Attorney General,2012,37.804364,-122.27111399999998,985,5,38
2012-10-30,New York,NY,INSD,BSF,0.0,California Attorney General,2012,40.714353,-74.005973,941,39,8
2012-11-01,Soledad,CA,DISC,GOV,0.0,California Attorney General,2012,36.424687,-121.326319,1279,5,35
2012-11-07,Louisville,KY,HACK,BSF,0.0,California Attorney General,2012,38.252665,-85.75845600000001,765,23,38
2012-11-13,Miami,FL,INSD,BSF,0.0,California Attorney General,2012,25.788969,-80.226439,841,12,8
2012-11-16,Columbus,OH,HACK,BSF,1000000.0,California Attorney General,2012,39.961176,-82.99879399999999,269,41,28
2012-11-19,Suwanee,GA,HACK,BSR,617.0,California Attorney General,2012,34.05149,-84.0713,1355,13,24
2012-11-21,San Francisco,CA,INSD,BSF,2700.0,California Attorney General,2012,37.77493,-122.419416,1205,5,8
2012-11-28,Roseland,NJ,INSD,BSF,15000.0,California Attorney General,2012,40.820656,-74.293759,1173,36,8
2012-11-29,Oakland,CA,DISC,MED,0.0,California Attorney General,2012,37.804364,-122.27111399999998,985,5,38
2012-12-05,Sacramento,CA,DISC,MED,14000.0,California Attorney General,2012,38.581571999999994,-121.4944,1181,5,4
2012-12-07,Washington,DC,STAT,BSO,0.0,California Attorney General,2012,38.895112,-77.036366,1450,10,19
2012-12-10,Moorestown,NJ,PORT,BSF,0.0,California Attorney General,2012,39.968882,-74.948886,882,36,38
2012-12-11,Malibu,CA,PORT,EDU,8300.0,California Attorney General,2012,34.005008000000004,-118.81008899999999,785,5,16
2012-12-12,Woodridge,IL,HACK,BSR,0.0,California Attorney General,2012,41.746975,-88.050341,1532,18,24
2012-12-12,Concord,CA,STAT,EDU,0.0,California Attorney General,2012,37.977978,-122.03107299999999,270,5,19
2012-12-13,Woodland,CA,CARD,BSF,0.0,California Attorney General,2012,38.678515999999995,-121.773297,1529,5,38
2012-12-17,Germantown,MD,PORT,BSO,0.0,California Attorney General,2012,39.173162,-77.27165,482,26,7
2012-12-17,Wilmington,MA,HACK,BSO,0.0,California Attorney General,2012,42.548171,-71.17244699999999,1513,25,7
2012-12-18,Pomona,CA,DISC,EDU,0.0,California Attorney General,2012,34.055227,-117.752305,1094,5,38
2012-12-20,College Point,NY,CARD,BSR,0.0,California Attorney General,2012,40.786395,-73.838966,261,39,24
2012-12-21,Las Vegas,NV,PORT,BSR,0.0,California Attorney General,2012,36.114646,-115.172816,716,38,22
2012-12-24,Sacramento,CA,DISC,MED,0.0,California Attorney General,2012,38.581571999999994,-121.4944,1181,5,38
2012-12-28,West Covina,CA,DISC,GOV,0.0,California Attorney General,2012,34.068621,-117.938953,1467,5,35
2012-12-31,Delano,CA,PORT,BSR,0.0,California Attorney General,2012,35.768843,-119.247054,334,5,22
2013-01-02,Chicago,IL,HACK,BSF,0.0,California Attorney General,2013,41.878114000000004,-87.629798,243,18,38
2013-01-04,Rosemont,IL,DISC,BSR,0.0,California Attorney General,2013,41.9891,-87.87147399999999,1174,18,24
2013-01-04,Jacksonville,NC,INSD,MED,0.0,California Attorney General,2013,34.754052,-77.43024100000001,631,33,8
2013-01-07,Reedley,CA,STAT,MED,532.0,California Attorney General,2013,36.596340000000005,-119.45040300000001,1139,5,19
2013-01-07,St. Louis,MO,UNKN,BSR,0.0,California Attorney General,2013,38.627003,-90.199404,1318,30,24
2013-01-11,Concord,CA,HACK,BSR,0.0,California Attorney General,2013,37.977978,-122.03107299999999,270,5,24
2013-01-18,Palo Alto,CA,PORT,MED,0.0,California Attorney General,2013,37.441883000000004,-122.14301999999999,1038,5,38
2013-01-22,Rockville,MD,DISC,MED,0.0,California Attorney General,2013,39.083997,-77.15275799999999,1170,26,38
2013-01-26,Woodridge,IL,HACK,BSR,0.0,California Attorney General,2013,41.746975,-88.050341,1532,18,24
2013-01-28,Chicago,IL,STAT,MED,8911.0,California Attorney General,2013,41.878114000000004,-87.629798,243,18,19
2013-01-29,Van Nuys,CA,PORT,MED,0.0,California Attorney General,2013,34.189857,-118.451357,1420,5,38
2013-01-29,Natick,MA,HACK,BSR,0.0,California Attorney General,2013,42.283333,-71.35,921,25,24
2013-02-01,Antioch,CA,DISC,EDU,0.0,California Attorney General,2013,38.004921,-121.80578899999999,42,5,38
2013-02-07,Statesville,NC,HACK,BSR,0.0,California Attorney General,2013,35.782636,-80.88729599999999,1329,33,24
2013-02-07,Palatine,IL,DISC,BSO,0.0,California Attorney General,2013,42.110304,-88.03424,1031,18,7
2013-02-08,Brandon,FL,HACK,BSO,0.0,California Attorney General,2013,27.937801,-82.285925,146,12,7
2013-02-11,Columbus,OH,DISC,BSR,0.0,California Attorney General,2013,39.961176,-82.99879399999999,269,41,24
2013-02-19,Princeton,NJ,HACK,BSR,0.0,California Attorney General,2013,37.09024,-95.712891,1112,36,24
2013-02-22,Anaheim,CA,STAT,MED,100000.0,California Attorney General,2013,33.835293,-117.91450400000001,35,5,19
2013-02-25,Walnut Creek,CA,PHYS,BSR,0.0,California Attorney General,2013,37.906313,-122.06496299999999,1440,5,24
2013-02-26,Springfield,MA,DISC,BSF,0.0,California Attorney General,2013,42.101483,-72.589811,1310,25,38
2013-02-28,San Francisco,CA,PORT,BSF,0.0,California Attorney General,2013,36.778261,-119.41793200000001,1205,5,38
2013-03-01,Portland,OR,HACK,BSR,0.0,California Attorney General,2013,45.523452,-122.676207,1100,44,24
2013-03-04,Cherry Hill,NJ,PORT,BSF,0.0,California Attorney General,2013,39.926813,-75.024631,237,36,38
2013-03-04,Newark,NJ,DISC,BSF,0.0,California Attorney General,2013,40.735657,-74.17236700000001,944,36,38
2013-03-11,New Britain,CT,PORT,BSR,0.0,California Attorney General,2013,41.66121,-72.779542,929,7,22
2013-03-22,Troy,MI,HACK,BSF,0.0,California Attorney General,2013,42.60641,-83.149775,1388,28,38
2013-03-22,Long Island City,NY,HACK,BSF,0.0,California Attorney General,2013,40.744679,-73.948542,756,39,38
2013-03-22,Boca Raton,FL,HACK,BSO,0.0,California Attorney General,2013,26.368306,-80.12893199999999,132,12,7
2013-03-26,Indianapolis,IN,PORT,BSR,0.0,California Attorney General,2013,39.768403,-86.158068,614,19,22
2013-03-27,Atlanta,GA,DISC,BSO,0.0,California Attorney General,2013,33.748995,-84.387982,59,13,7
2013-03-28,Irving,TX,DISC,BSF,0.0,California Attorney General,2013,32.814018,-96.948895,623,52,38
2013-04-01,Houston,TX,HACK,BSR,0.0,California Attorney General,2013,29.760427000000004,-95.369803,596,52,24
2013-04-02,New York,NY,HACK,BSR,0.0,California Attorney General,2013,40.712784,-74.005941,941,39,24
2013-04-03,Raleigh,NC,PORT,BSO,0.0,California Attorney General,2013,35.77959,-78.63817900000001,1123,33,7
2013-04-11,Orange,CA,DISC,EDU,0.0,California Attorney General,2013,33.787914,-117.853101,1006,5,38
2013-04-12,Orange,CA,DISC,EDU,0.0,California Attorney General,2013,33.787914,-117.853101,1006,5,38
2013-04-23,Pasadena,CA,HACK,BSF,0.0,California Attorney General,2013,34.147785,-118.144516,1046,5,38
2013-05-03,Ketchikan,AK,HACK,EDU,0.0,California Attorney General,2013,55.342222,-131.64611100000002,665,0,38
2013-05-07,San Ramon,CA,HACK,BSF,0.0,California Attorney General,2013,37.779927,-121.97801499999998,1215,5,38
2013-05-10,Suwanee,GA,INSD,MED,6700.0,California Attorney General,2013,34.05149,-84.0713,1355,13,8
2013-05-10,Elyria,OH,HACK,BSF,0.0,California Attorney General,2013,41.36838,-82.107649,391,41,38
2013-05-13,Mount Pleasant,PA,HACK,BSR,0.0,California Attorney General,2013,40.148961,-79.54115,896,45,24
2013-05-28,Santa Monica,CA,HACK,BSR,0.0,California Attorney General,2013,34.019453999999996,-118.49119099999999,1225,5,24
2013-05-29,Ashland,VA,HACK,BSO,0.0,California Attorney General,2013,37.759032,-77.479984,56,56,7
2013-05-30,Sante Fe,NM,HACK,BSO,0.0,California Attorney General,2013,35.686975,-105.937799,1227,37,7
2013-05-31,Norcross,GA,INSD,BSO,56000.0,California Attorney General,2013,33.941213,-84.213531,957,13,8
2013-06-05,Springfield,MA,DISC,BSF,0.0,California Attorney General,2013,42.101483,-72.589811,1310,25,38
2013-06-06,Sacramento,CA,UNKN,MED,4500.0,California Attorney General,2013,38.581571999999994,-121.4944,1181,5,38
2013-06-06,Monterey Park,CA,PORT,MED,1566.0,California Attorney General,2013,34.062511,-118.122848,873,5,38
2013-06-27,San Diego,CA,PORT,BSF,0.0,California Attorney General,2013,32.715738,-117.161084,1203,5,38
2013-06-27,New York,NY,DISC,BSF,0.0,California Attorney General,2013,40.712784,-74.005941,941,39,38
2013-07-02,Suwanee,GA,DISC,MED,0.0,California Attorney General,2013,34.05149,-84.0713,1355,13,38
2013-07-02,Minneapolis,MN,CARD,BSO,0.0,California Attorney General,2013,44.977753,-93.265011,859,29,7
2013-07-03,Rancho Cordova,CA,HACK,GOV,0.0,California Attorney General,2013,38.589071999999994,-121.302728,1124,5,35
2013-07-08,Honolulu,HI,STAT,BSR,0.0,California Attorney General,2013,21.306944,-157.85833300000002,589,15,19
2013-07-18,San Jose,CA,INSD,MED,800.0,California Attorney General,2013,37.338208,-121.886329,1206,5,8
2013-07-30,Sacramento,CA,PHYS,MED,0.0,California Attorney General,2013,38.581571999999994,-121.4944,1181,5,38
2013-07-31,Los Angeles,CA,PORT,MED,0.0,California Attorney General,2013,34.052234000000006,-118.24368500000001,759,5,38
2013-07-31,Redwood,CA,DISC,BSF,0.0,California Attorney General,2013,37.485215000000004,-122.236355,1137,5,38
2013-08-08,Brentwood,TN,DISC,MED,32000.0,California Attorney General,2013,36.033116,-86.782777,152,51,4
2013-08-09,Inverness,FL,HACK,BSR,0.0,California Attorney General,2013,28.835451000000003,-82.331396,618,12,24
2013-08-12,Van Nuys,CA,HACK,BSF,0.0,California Attorney General,2013,34.189857,-118.451357,1420,5,38
2013-08-16,Sacramento,CA,INSD,MED,1001.0,California Attorney General,2013,38.581571999999994,-121.4944,1181,5,8
2013-08-16,San Francisco,CA,PORT,BSR,0.0,California Attorney General,2013,37.77493,-122.419416,1205,5,22
2013-08-16,Imperial,CA,DISC,MED,0.0,California Attorney General,2013,32.847553000000005,-115.56943899999999,609,5,38
2013-08-22,Troy,MI,HACK,BSF,0.0,California Attorney General,2013,42.60641,-83.149775,1388,28,38
2013-09-06,San Jose,CA,PORT,MED,2182.0,California Attorney General,2013,37.338208,-121.886329,1206,5,38
2013-09-11,Oakland,CA,DISC,MED,0.0,California Attorney General,2013,37.804364,-122.27111399999998,985,5,38
2013-09-11,Boulder,CO,HACK,BSF,0.0,California Attorney General,2013,40.014986,-105.270546,141,6,38
2013-09-28,Burbank,CA,HACK,BSR,0.0,California Attorney General,2012,34.180839,-118.308966,171,5,24
2013-10-04,Dublin,OH,PORT,BSF,0.0,California Attorney General,2013,40.099229,-83.11407700000001,360,41,38
2013-10-10,Redwood City,CA,PORT,NGO,0.0,California Attorney General,2013,37.485215000000004,-122.236355,1138,5,20
2013-10-23,Fort Worth,TX,DISC,BSR,0.0,California Attorney General,2013,32.755488,-97.330766,446,52,24
2013-10-25,Secaucus,NJ,PORT,BSO,0.0,California Attorney General,2013,40.789545000000004,-74.05653000000001,1246,36,7
2013-10-28,Suwanee,GA,HACK,BSO,0.0,California Attorney General,2013,34.05149,-84.0713,1355,13,7
2013-11-11,Riverwoods,IL,UNKN,BSF,0.0,California Attorney General,2013,42.167525,-87.897014,1159,18,38
2013-11-13,Columbus,OH,HACK,BSF,0.0,California Attorney General,2013,39.961176,-82.99879399999999,269,41,38
2013-11-15,San Diego,CA,UNKN,BSF,0.0,California Attorney General,2013,32.715738,-117.161084,1203,5,38
2013-11-20,Sebastopol,CA,STAT,MED,0.0,California Attorney General,2013,38.402136,-122.823881,1245,5,19
2013-12-02,Sacramento,CA,STAT,GOV,0.0,California Attorney General,2013,38.581571999999994,-121.4944,1181,5,19
2013-12-06,Newark,NJ,PORT,BSF,840000.0,California Attorney General,2013,40.735657,-74.17236700000001,944,36,3
2013-12-06,St. Johnsbury,VT,HACK,BSR,0.0,California Attorney General,2013,44.419263,-72.015118,1316,57,24
2013-12-10,San Jose,CA,PORT,MED,8900.0,California Attorney General,2013,37.338208,-121.886329,1206,5,38
2013-12-16,Springfield,MA,DISC,BSF,0.0,California Attorney General,2013,42.101483,-72.589811,1310,25,38
2013-12-18,Houston,TX,DISC,BSO,0.0,California Attorney General,2013,29.760427000000004,-95.369803,596,52,7
2013-12-20,Riverwoods,IL,UNKN,BSF,0.0,California Attorney General,2013,42.167525,-87.897014,1159,18,38
2013-12-20,Ogden,UT,HACK,BSO,0.0,California Attorney General,2013,41.223,-111.97383,994,54,7
2013-12-20,Centennial,CO,INSD,BSF,0.0,California Attorney General,2013,39.580745,-104.877173,216,6,8
2013-12-20,Camarillo,CA,PHYS,BSF,0.0,California Attorney General,2013,34.220616,-119.054079,182,5,38
2013-12-22,Rocklin,CA,STAT,MED,0.0,California Attorney General,2013,38.790734,-121.23578300000001,1169,5,19
2013-12-29,New York,NY,UNKN,BSF,0.0,California Attorney General,2014,40.713611,-74.01472199999999,941,39,38
2013-12-30,Unknown,Unknown,HACK,BSO,0.0,California Attorney General,2013,46.498432,-116.724759,1409,55,7
2013-12-30,New York,NY,HACK,BSO,0.0,California Attorney General,2013,40.752269,-74.00697199999999,941,39,7
2014-01-13,San Francisco,CA,INSD,BSO,0.0,California Attorney General,2013,37.793949,-122.39806200000001,1205,5,8
2014-01-17,Van Nuys,CA,HACK,BSR,0.0,California Attorney General,2013,34.213661,-118.475272,1420,5,24
2014-01-23,Centennial,CO,INSD,BSF,0.0,California Attorney General,2013,39.599618,-104.89609399999999,216,6,8
2014-01-24,Atlanta,GA,PORT,BSO,18000.0,California Attorney General,2014,33.770933,-84.396644,59,13,3
2014-01-28,San Diego,CA,HACK,BSR,0.0,California Attorney General,2013,32.798833,-117.252953,1203,5,24
2014-01-30,Sacramento,CA,HACK,MED,0.0,California Attorney General,2013,38.554761,-121.456308,1181,5,38
2014-02-05,Suwanee,GA,HACK,MED,405000.0,California Attorney General,2013,34.05149,-84.0713,1355,13,28
2014-02-05,San Jose,CA,PHYS,MED,4676.0,California Attorney General,2013,37.3261,-121.935349,1206,5,2
2014-02-07,Suwanee,GA,PHYS,MED,0.0,California Attorney General,2013,34.05149,-84.0713,1355,13,2
2014-02-10,Dallas,TX,DISC,BSF,0.0,California Attorney General,2014,32.776664000000004,-96.796988,313,52,38
2014-02-20,Sacramento,CA,DISC,GOV,0.0,California Attorney General,2014,38.581779,-121.492088,1181,5,35
2014-02-21,Salt Lake City,UT,CARD,BSF,0.0,California Attorney General,2014,40.760779,-111.891047,1196,54,38
2014-02-26,Amarillo,TX,INSD,BSF,774723.0,California Attorney General,2007,35.226372999999995,-101.88332700000001,29,52,8
2014-02-27,Los Angeles,CA,DISC,MED,0.0,California Attorney General,2014,34.089853999999995,-118.30933999999999,759,5,38
2014-02-28,Mt. Pleasant,PA,HACK,BSR,3503.0,California Attorney General,2012,40.185893,-79.562841,901,45,24
2014-03-01,Los Angeles,CA,UNKN,MED,0.0,California Attorney General,2014,34.052234000000006,-118.24368500000001,759,5,38
2014-03-04,Eureka,CA,PHYS,MED,0.0,California Attorney General,2013,40.787242,-124.13978700000001,401,5,38
2014-03-05,New York,NY,HACK,BSF,0.0,California Attorney General,2014,40.7086,-74.010012,941,39,38
2014-03-06,Los Angeles,CA,STAT,MED,168000.0,California Attorney General,2014,34.052234000000006,-118.24368500000001,759,5,19
2014-03-11,Duarte,CA,STAT,MED,0.0,California Attorney General,2014,34.128758000000005,-117.97339299999999,359,5,19
2014-03-12,San Francisco,CA,STAT,MED,9986.0,California Attorney General,2014,37.732771,-122.49109399999999,1205,5,19
2014-03-13,Irvine,CA,PORT,BSF,0.0,California Attorney General,2014,33.670458,-117.857625,622,5,38
2014-03-17,Southfield,MI,INSD,MED,0.0,California Attorney General,2014,42.481965,-83.250079,1296,28,8
2014-03-20,Santa Maria,CA,DISC,MED,0.0,California Attorney General,2014,34.951240999999996,-120.413334,1224,5,38
2014-03-21,Malibu,CA,HACK,BSR,0.0,California Attorney General,2014,34.039315,-118.583335,785,5,24
2014-03-21,San Francisco,CA,STAT,MED,0.0,California Attorney General,2014,37.77493,-122.419416,1205,5,19
2014-03-25,New York,NY,HACK,BSF,0.0,California Attorney General,2014,40.712784,-74.005941,941,39,38
2014-03-27,Salt Lake City,UT,HACK,GOV,0.0,California Attorney General,2014,40.679179,-111.917551,1196,54,35
2014-04-02,Oakland,CA,HACK,MED,5100.0,California Attorney General,2014,37.804364,-122.27111399999998,985,5,28
2014-04-02,Tehachapi,CA,PHYS,GOV,0.0,California Attorney General,2014,35.132188,-118.44897399999999,1365,5,35
2014-04-03,Portland,OR,DISC,BSF,0.0,California Attorney General,2014,45.523062,-122.67648200000001,1100,44,38
2014-04-07,New York,NY,CARD,BSF,0.0,California Attorney General,2014,40.713611,-74.01472199999999,941,39,38
2014-04-08,San Francisco,CA,HACK,BSO,0.0,California Attorney General,2014,37.77493,-122.419416,1205,5,7
2014-04-11,Kansas City,MO,HACK,NGO,55000.0,California Attorney General,2014,39.066814,-94.591009,655,30,20
2014-04-11,Tigard,OR,HACK,BSR,0.0,California Attorney General,2014,45.420446999999996,-122.75541000000001,1372,44,24
2014-04-22,Horsham,PA,DISC,BSF,0.0,California Attorney General,2014,40.169434,-75.139259,593,45,38
2014-04-22,Dallas,TX,DISC,BSO,0.0,California Attorney General,2014,32.926169,-96.843754,313,52,7
2014-04-30,Pismo Beach,CA,HACK,BSR,0.0,California Attorney General,2014,35.142753000000006,-120.641283,1080,5,24
2014-05-01,Suwanee,GA,HACK,BSO,0.0,California Attorney General,2014,34.05149,-84.0713,1355,13,7
2014-05-05,Sacramento,CA,HACK,BSO,0.0,California Attorney General,2014,38.582053,-121.50506599999999,1181,5,7
2014-05-06,Rancho Cordova,CA,PHYS,GOV,0.0,California Attorney General,2014,38.589071999999994,-121.302728,1124,5,35
2014-05-07,Tempe,AZ,HACK,BSR,0.0,California Attorney General,2014,33.419942,-111.94037900000001,1366,3,24
2014-05-14,Irvine,CA,HACK,EDU,0.0,California Attorney General,2014,33.645619,-117.835899,622,5,38
2014-05-19,Mooresville,NC,DISC,BSR,0.0,California Attorney General,2014,35.5418,-80.853851,883,33,24
2014-05-21,Mechanicsburg,PA,HACK,BSO,0.0,California Attorney General,2014,40.202038,-76.964389,819,45,7
2014-05-22,San Diego,CA,DISC,EDU,0.0,California Attorney General,2014,32.715738,-117.161084,1203,5,38
2014-05-28,Los Angeles,CA,STAT,MED,0.0,California Attorney General,2014,33.988023,-118.264835,759,5,19
2014-06-03,Carlsbad,CA,HACK,BSO,0.0,California Attorney General,2014,33.126525,-117.271899,198,5,7
2014-06-04,Hutchinson,KS,UNKN,BSF,0.0,California Attorney General,2014,38.060845,-97.929774,606,22,38
2014-06-09,Palm Desert,CA,INSD,EDU,1900.0,California Attorney General,2014,33.731885,-116.385452,1036,5,8
2014-06-10,Des Peres,MO,INSD,BSR,0.0,California Attorney General,2014,38.603387,-90.461726,344,30,24
2014-06-11,Palo Alto,CA,DISC,BSF,18000.0,California Attorney General,2014,37.441883000000004,-122.14301999999999,1038,5,38
2014-06-18,New York,NY,HACK,BSO,0.0,California Attorney General,2014,40.712784,-74.005941,941,39,7
2014-06-20,Washington,DC,HACK,EDU,0.0,California Attorney General,2014,38.906548,-77.037322,1450,10,38
2014-06-20,Irvine,CA,INSD,BSF,0.0,California Attorney General,2014,33.684567,-117.82650500000001,622,5,8
2014-06-24,Moreno Valley,CA,PORT,MED,0.0,California Attorney General,2014,33.912178000000004,-117.196004,884,5,38
2014-06-26,Birmingham,AL,PORT,BSF,0.0,California Attorney General,2014,33.474983,-86.767214,123,1,38
2014-07-03,San Francisco,CA,DISC,BSF,18000.0,California Attorney General,2014,37.77493,-122.419416,1205,5,38
2014-07-03,Tuscon,AZ,PORT,BSO,0.0,California Attorney General,2014,32.316195,-111.010502,1399,3,7
2014-07-08,Irving,TX,PORT,BSO,0.0,California Attorney General,2014,32.864185,-96.943929,623,52,7
2014-07-08,Los Angles,CA,HACK,BSO,0.0,California Attorney General,2014,34.050639000000004,-118.257575,761,5,7
2014-07-15,Towson,MD,HACK,BSO,0.0,California Attorney General,2014,39.402885999999995,-76.60269699999999,1383,26,7
2014-07-15,Encinitas,CA,DISC,GOV,0.0,California Attorney General,2014,33.036986999999996,-117.291982,393,5,35
2014-07-15,San Francisco,CA,HACK,BSF,0.0,California Attorney General,2014,37.790773,-122.40190600000001,1205,5,38
2014-07-16,Sausalito,CA,STAT,MED,2780.0,California Attorney General,2014,37.868158,-122.50018100000001,1231,5,19
2014-07-28,Eugene,OR,HACK,BSR,0.0,California Attorney General,2014,44.057925,-123.120994,400,44,24
2014-07-29,Chicago,IL,DISC,BSO,0.0,California Attorney General,2014,41.881019,-87.63289499999999,243,18,7
2014-07-30,West Chester,PA,HACK,BSR,0.0,California Attorney General,2014,39.960664,-75.605488,1466,45,24
